CUSTOMER_IDENTIFIER,DATE_LAST_UPDATED,SEX_CODE,INCOME_GROUP_CODE,NUMBER_OF_ACCOUNTS,OCCUPATIONAL_STATUS_CODE,AGE
ID_5cdca15c74477131479b4db680fab88228f830926137fbf0787cf176799d9348f52ee387dcaa81902496a0ed12181c014a52d27446c5828e8d078b633b95e4f6,2022-05,0,17,12,1,23
ID_60c66ab65de6c975e2796bb8411a31bb80c2a67a10068dc46117d736e566482e5e48b5fcd437c63f10a8c87096a5f942d75171c868ec56276698cfa55463881b,2022-08,0,15,7,1,32
ID_141b67f5901832447c8da9fec1e2205ac2d823136cf3bc425fe435204cce8af05999a93f563de3be46a77cb8aa890dc2ecdcc66e8a29e3f350b457a2f6f73eec,2022-08,0,8,10,1,23
ID_171f0be18515cbc6b55bb14dd242a4b3983b359f0f83be34fee27e9b29a3933161c7486dbda72dbfdb41efcf198e2ff61b8a0b063730282184f6fa908918c9f7,2022-07,1,18,6,1,25
ID_305cfc2dc0360503bbe881ca1676202108456e1d398b80529416501415fb21736adda43fc69d72da87f45c5a9a7ee4b418ed49bdb7cfa46faa242f4dcc1046ec,2022-08,1,14,6,1,30
ID_3fdee63ccf87ef62cc0f9d052a7c0d9805edb1f3e2991d7c1a3e67ef14ffa89d3f75ea3522b05953f4045ccf41184cee95e9cdfdb09c6070e59038f3af06d9e0,2022-09,0,12,17,1,58
ID_422da50d8a278d6e60436dfadeee16cea114f93ff70354959e843f323f5b7e289e3a3ca2bbecdb8aba4952af83e60f844517ae8f7cf33f6cde88913693f547c2,2022-09,1,16,11,1,41
ID_441195535836430677d1cc4356b6b31db3c05ee9c2a59f347e297aef63ccf17e87cff8e072c4ba8eeaf494600d2808830ed9eca1e56a54b31b3f7c1dab99d2e3,2022-06,1,3,20,7,61
ID_44ad18271b67e5e629e7977ac5a1ebf2b2aff2c9088a2312d9b4933dc96bdd51b5f3288ed82377a176bb12d4d40c9737074b801fb81b10b67cce413ba1e22e74,2022-09,0,14,17,1,23
ID_469275088524a3cb247f97e93c402795ad22d1c0af45e2d6a2f2c0e3728f34497f04c2a1b2309606c1007685a43d4f7a8a1a1f2644cd67aa8cabee395fa9b5bc,2022-09,0,16,16,1,49
ID_4baa8f39024cec985201bd5d709eca21a15361b40b0608baf764fe61dee9528d5fb795526fef42a32d0fc9db6c4dcbabf049840d1f92b09d55dd866660667a97,2022-09,0,15,8,1,20
ID_515539f99052cc81c88df11c1a6b8fda6db99a4cb94b7bdbf14d6fa03161f4fbd9296425db43c5dfb51e5c77f2a3ca426dcc85d8b953fe57609a1544d3a52b8b,2022-08,1,8,8,7,54
ID_60e362348b5fb72bf6093a05d3ed69a2d269b3caf25555d41133c38754b3361affcb225563d4f3c896a06e38c4239e7d4f9942c9421b9680f00aa0a7f7baa116,2022-09,1,14,11,1,39
ID_640fa216460833f87990a7d33049f375b1154dcd390138d291afdf07da89fdb5bbe3aa040fa215d810c7e0b6ffbccccb01acabae731dd8563d2e38be167bd9ab,2022-09,1,6,12,1,47
ID_66b3d68bd270adbf427f27ba7355a28b79fb15f4199ee239f4da020a9633cdbe6dd18c75853d252563d0a391525a79f16ea391c074c5155df7327a187859a584,2022-07,0,17,7,1,53
ID_6714c9c3ee433255b1433a8a2c0391c5a3e499e06df5f6707111e266465de21a7b6864fc554b7f8870b6966ce5f15e332e025e51731725bac2ba974e7a0345d8,2022-08,0,7,9,1,32
ID_745a43d93c20e943b326ba2e766144af7c2d53f6f5059b54e64d2d8fb1fdcac3794b70c680a807212f2cf133b9f3f9c02a9d74f443ad4cf4a26f7ae9baab6365,2022-09,0,13,10,1,19
ID_79855c84093929cc734a61b8853fbc17bde677f404c1d82967a246a27093f038dcaec535ad2b77bd4e1a5916e72fbd7bc040766f41c5adb75228220eee19177f,2022-08,0,8,7,1,25
ID_8602933cc1d6f2a23539290a5dbde1e688ecb625160a75918841ac1c7b8d5249b49750ac44581548b5139b8c6880c510ef3a4c60f0055d4773139766f7ece9c1,2022-08,0,16,11,1,25
ID_97cd478ac3bd9056c06cd7d8938e50fe4fc4127973b3a8e66f23dea95b8eeb80d2cac1a331a72084505c171a6710afb690a03e4e60364f2728c9e7c949b44cc1,2022-08,0,14,5,1,35
ID_99ddcc4dbf4227d96442e55e270cd9ae2d4ff289fc2efb2ba75598ab22f8c518172d920192e84533aa2365be619df415a890c0da21cc3cf6790436d3c604d308,2022-09,0,7,8,1,33
ID_9f7fe3bbe9a9485ed15db5acf9a6f7aace6dc39ec5af102d46afe352ff72ff2117dea190179abe8bc4d0b6bdc598a036580ef0463fa97f3abad7b884e5351b0d,2022-09,1,5,10,1,35
ID_a399b1dc36f2162875ef72ad08923ae067d70011f81cb75a9111b2fec3392f4ba2a944b96d81da1894ee9b36371ef37d1fc94cb2ac31ee01d1250bc4ee37cea5,2022-09,0,6,10,1,32
ID_a4f357716f8af23132ca77613565b4b874ca6e7d4f21c3f544d2c48fbc04d2125679ac4e1ab1f3d645eec74346e209743ebd4a583ac984bb4f6cc8bb9829742b,2022-06,0,16,13,1,28
ID_a8e1c5c73fea95952e3dccaf7e8a91a57e94462bab814446debcb29b07ad37fa68b593c2ef641fc336782f5330e8d87b93ccc140d44cccbf4bd0d94fccbc0698,2022-09,0,12,7,1,32
ID_af330232ae3ba545eefa03981ad4fda7f7e913f2904d72d24ecc7a4a461843b4c6c3ac27a8c31f7821e1004a8941481ec8edcc1aa5dab0c17240d4fbdcce6421,2022-08,0,7,16,1,32
ID_af9c038b9141eb0d0b153a5b9f2e6453100139b9dca2dd903c7cd19383259f48ff4c9449a80e0b6f30da68816dea756d30138c8f4203589b63cc37820c365ab5,2022-09,1,15,34,1,32
ID_c2af69b6f3005f90db11035f82b187d868c5d20eac3a4450afd357a37ca3fb73b464b64b264143a00c3775df758d799fce08073602030391fb75651efe77cf27,2022-09,0,10,11,1,43
ID_cce8f866191b2227828ddf00609a8d3fa1455119cafc2ee3eec003bcaedd3867b7c06271b157950549a7205d9fb268fce4fd665dcc6d64cf7850c1a2502a5531,2022-06,0,12,6,1,26
ID_d404d2900d7528c0c0ee61a45a910e3c93121a3b1d1935218f33ba4e98a5d9bb96a1dea1813a0366e063a57ee4c755162a1ea562f751f6c08d0f2bc434436f63,2022-07,1,8,6,1,35
ID_d9c36370dd9afcdb3cfbdda8388d6c61548a84a4a921e1b555eea017ef9cd39dcec89464169c624b55f1c2830c5636fdf395cfc7fb58f7d16be918255d3d462d,2022-06,0,6,3,1,44
ID_df55db23f33aa5426d1ec92d7ca588ae109c76098d8eeb54e1004ce899101f7b91f41efb778aaba81487c228a111bc183f71b0445d8a320d237fedc83239b2ca,2022-05,0,12,12,1,34
ID_effcf1760dc740e11488c211131f6ddea4011f41321d486e97422d17f893e87e2d9098b5705737857fab64b63e61271d026c34667f423c034040d206de5ce912,2022-08,0,14,15,1,38
ID_f210c57fc6445cce15a216236136341c8a0e32cb65d492a57c81f443e7e569df266ec96860fe106965a6b62ab775737b3736a6c197784c4d8a2c1df000f26a17,2022-06,0,11,6,1,52
ID_f7f1f1175a22269a9a9fef3bb3daa5df98cdce097d4b0b608fa8e2270215979adce5add63001caaada4defce4902f15b6e801f4e3fd9da339525c6ca73518cb9,2022-08,0,17,17,1,35
ID_f97175456546fbd8809478ec8527bf5bc836b0dd8c4225b0c8efdb5ec4cae781f231418ae6994d8831de5b49629c0bb51bf8b484d64e868bbbfb791d62a9dcce,2022-06,0,6,3,1,31
ID_fca6037e3bfc9818230fffb56907d0ae0c4881f339d4f60e64d4cb1cff0494d5b6d8e65c91eaea246d6042dbca399dfbdf69258b5122ddb602223077368f5b60,2022-08,0,15,17,1,36
ID_fe525627f9441682a9569cf7581b1b66bf7e6f918458cd5d8efc474434942b9ae1a38aaba2d96d03f8d85650749eeb371295a3b05c0bcabe672a4d60f8f7f3f2,2022-05,0,6,3,1,17
ID_01c827e2772624373c43f5bcbba16defa2b1fbed2fe54b4eec75579f0a21fc2f77bc3e55cece58e1abaf5a2a60343d078a89bb4f6a2d26d81a43ccf89605d3f2,2022-07,0,10,9,1,21
ID_07840693aef4ff5f42155d7366762b17670744c2798ad1d54b2599392c7956e13a7004f97c18d1d7ae9e837589f2076992903548709395ae74e9562cdb198a42,2022-07,0,8,5,1,36
ID_0897d59c38473dc366c23f406087e6f35742916e4089032183e8e2546ffe8e1ece67be11d6bf4f7635f46514d0578e8c1b7fc666a2c8988b51b2b633303ddf55,2022-09,0,13,7,1,33
ID_0b682f3516c5fcd615598f96182f2b78c2ecf9aad79521632735dadf1bfba41dd3aef69a3ca39d3872399b09e5c5e633dab12243de595fa1596c8a1c31dce6af,2022-08,0,10,12,1,32
ID_21b5f5d01d8826f3d0272389883667b3ced9883117a32cc8b1f92aa536c755c1f08fe955be129c2d4f8137cfa6e53ffe5ad9e8e44688c48c58c4336d385bc18a,2022-09,0,14,5,1,26
ID_22a86787e83027b9ad7cbe10881b316ffffdc2f2cb1cd23098466cc9f317727220e61085bed1280711ec2377429bf87c75f523bf39446869e79165593ad25f47,2022-07,1,14,5,1,24
ID_342371186632025f3cfd150155f63855da49a321dae1d1ba2f12993f41aa0793a3624812e7350ffcee21f0ebbae6d3905a7500a5a4e45635bd69363a92570f10,2022-09,1,1,6,6,32
ID_3a6a241099b90d718b12f248ff074573b7c8850aa3fe1b408a54aa60bc196ab6ca0411e8d2be6d8cf82f5157536c0f3c94789f0a7386bfe31e2f0231bd10cdb3,2022-08,0,9,9,1,31
ID_45d257a5e2848468c826dfecd6d63033b79529e08dadf2900d4a0d9c12a3d291cd05bdf2fc74e116ef6ca1cd571899cc83f8c1e672941d577039196d7e6c079c,2022-09,0,18,17,1,36
ID_49758de75a6db43d085b62c9ec2b3d2acd395a05230ff6bd012929ca220ad7fc7fcf01e8f4ebde25eda64dfc70954d65271caa191fb1b4be39e624daca227327,2022-07,0,7,6,1,23
ID_4f6e8988b38670198b6a346553a4a26af3a62489a1ea7c49c4644a33e9a0283514f318321d6d861728235eba7c4d45473f491e0ba8796046bb35154d83aa0ee7,2022-08,0,8,10,1,31
ID_5b6f3a2edea5eb289542c3b5bb938162029b07f57e27f20f53abd698e66a89075a0d8a38d945fcb7e5fab784a47aa3923e1969848a85120b486e4c5722ad2590,2022-09,0,14,8,1,42
ID_5cacaa123c1349640503f0eca7b05cc2d4bd26309e0849c8d8dbf14bc9e73622b406c3aba78e025803cd7c19fd003ccef0e5d4ffdc0713716a9e1441c5fbbd28,2022-09,0,16,16,1,29
ID_5f6493c051526ac0bc6edfdf4cbff386af14a3213dcd5c735e0296723686e6177cb2b69f49279a9e1cc2b08b29b17d5992e35061bb45993d92237c29bc52d1a9,2022-08,0,6,7,1,34
ID_649eebc46186304ff15dfb821768e4b64b4091f0c4793171348acf5d251b952c2f59ef7489153af3976c011757635e3c0794db601aa62798b0c4893b2f1bb827,2022-05,0,12,10,1,29
ID_6fb06a3d35fdd5623a806cea797c3650d08112f76b1969f5a859b0e58fb467a690ca8e91d990b4c7b91588952f00d4361adc49bc7ece5e294d33dfe3dac03426,2022-05,1,10,8,1,27
ID_712c6a8ab3f87fa1b9cf41d2894ef59ff46ed0527196f9d8887512a086a4013d148113404da4dd3e6b7ac4a67feb8a9d7b020411eed562a54c1ef98215a81715,2022-09,0,16,24,1,29
ID_71b7451b467733fd63802fedbf091b2c7701171a4f300b121bee59ba3d9a2ab78372cc972997fe3f76f59606f7d741e805168762cafd4dcabc77d723a3b894c5,2022-08,0,14,6,1,43
ID_7ac307c6d5021eee732bbb9fd60c0e3f6f8fd3199ef8a3a8f7c1f69e2298a97eb6376d151dbf18ddfb6b43b15f705fc4ce51bbceb8f4b6ad9d7e9696f02a8d74,2022-08,0,16,7,1,49
ID_89e0abdcc3f1402307552155989aa6c95c075ab47d77bc168ece495f22d9e54a71c85617b260e0e8db3b1e45b2f3d1305cfbff0684ecbc4c7d08de7db97b4ead,2022-05,0,8,10,1,28
ID_907bd87bf84be4ff7bb01578ba8cd87c2ed5d8cda1b3c8e6a614102886f228fbff088b06a9dc14ff8bb9ce80367811116de3c5dfc235df6a791513c4956406c5,2022-08,0,12,5,1,36
ID_a2c71293077b1b02f761da2b6d2592bfbaf8ee627bf2b3aad8b3abdf3a3329fa1b50f60c578ae276e8e0b836213ac26b8239391309dcee55b6d8fa15f519b9c7,2022-09,0,10,12,1,28
ID_a9e62599775339b521d8399d2baa65de40b74ff9970aca066824880d12dc951bef797c8137372a837b3f604d9bc49d9c6c7ab28f905a37ca2084e63f69ae4ba1,2022-06,0,16,6,1,52
ID_aac6d10505a7d31dff360bac18cacd45e75d9372ece5d937fb740d2a0966850173e0ce47f7e2321fdd82da5b00aea4d41ecd100c7b9125c94f9e416c2cbe7f3e,2022-09,0,6,11,1,48
ID_ac641b9ac211f52dcb7ca99020231fce448f455aa114151eeff9475dda5cf956cdd80ade49df0f11e64f4b416e7d0d4a6e7b3994aebdcd00846d7238cf810331,2022-06,0,17,8,1,44
ID_b259367c2d8e4e4c7e7a2f686ab4181cecf4a2abbfb18b3f7ca34650156143a1d84e41c643545ae338d0bb89665c5b45b785e6cafe0d6324933b4d1ff0842328,2022-08,0,9,5,1,26
ID_b95fa045224392f9d9f278306c1b7e649c6d5797d226eaf38c436842bb5ffd8e2b85bd9f8751a76ff2908ce0941cbd1e21fa75b96b3171e0b9974c145322ca3a,2022-08,1,11,8,1,50
ID_bc9cf0eb141faf51656d573169bd414d11e02be914818dffc2ae31bef4332e0f79689ee4dea27b9d078f11139ea033bcddb3c2ffc1bd140751884d7bb4048d83,2022-09,1,16,7,1,30
ID_c24211963cf3c9f91cd37c6626f928bfc86d82a98611165f85f6c58e03beaf90bb6d9ed4eac68baac28c180ae10ebd2eced1698965f2081eaf948072cab5a60c,2022-08,1,9,4,7,79
ID_d09f214214c86cff4ed7b51223a01fee6bcdb4415400455d20d4b4628f185cbaeed78dfe6fcd1d569ddc65e0ca04e42cedfbe2339fe6e65052fddbc98035e2ac,2022-09,1,19,10,1,34
ID_e333f75560f621d93a585bef6ed4c202ccb2ab12d16873275c02b7c9c6ccd136d0993e222092936a19e55087edcf795aad418869d172f26c2f0b5c4f8afa9675,2022-07,0,6,6,8,25
ID_e33b2263d8d9c03ccf9004c33161f0fa8e12c427882644795a7ddd364cc2755cd5f822e0e3e3304270e04294bcddfd2653eb16af3f6ca0cfa188b7ba0d94d600,2022-07,1,13,6,7,56
ID_e95e36ac2ea6d47a870af7755a9fe15dc8fabfbf0dd1b949df6a081e88fe918cb1e0222dd820fc7de2e36aae268ca3c8745f71b8b33fff838c050b6fa96a72a1,2022-08,1,12,10,1,37
ID_eae372a819ae2e211b2b1c11c108097f21360e17ab434885d8ce76ce297c4cdfb888d8f6e523abd6ed1b4d39022c3926496237ea66c7df59960a018198949303,2022-07,0,8,10,1,46
ID_eed290b6a451d28d1b596ed262be4bbc194b9c95170adc94f325ea52e0c396719c7ae999d9dd095e270c448da2238e309323538486d53f0c4b06d7bd519f0f01,2022-08,0,11,5,1,38
ID_f02b61a4794bc3f59553777a75ee95cb257b9f50b38252b514afdef54e62ae5b2712e58d2e285d9662abf7d7c591a7d781254da61ad8f814a828353bd25bf77b,2022-06,0,8,9,1,42
ID_09b54380e11d25a687e128ec6a2ff438bf178f156dee5f8a34b6eed292bc5ce644767f4c89e931abe475378e272f509344c6161f8f439c18c60f6cba33b328dc,2022-06,0,16,21,1,32
ID_09cb6560001d9b2b2b0e70086997d9545a97cdd1303c80717590321ce34b5e3bc1e3a2c7e744a09d0f9ec65517ff03cfee443279667c80c6c7bf0c45e5410d48,2022-08,0,17,14,1,46
ID_12b012e64259d93bdad0f72a385e893287ace390b59ae4d3fccaec81ea5636d86d25f301fa93fb38ac76e5ef54d5b780ca3c70a0b3c110859ad7e3ae7e4c3ed8,2022-04,0,14,8,7,59
ID_16d7d89d7f8b7b03072900d659cd44598b064059110831d35157e0192441c473525cd017cb5646d248a52abc438ce177e7540009469c8b735ed51a329013ea27,2022-08,0,7,5,1,40
ID_1cadc8c1d645ed62bc1ac777f09fd9133679f58851ea3ed19e869e13b3d94d71b219415213204a6466291c1eccfbc899eac5ecb2f8e6058be6cbecc2b0e7f18d,2022-08,1,8,6,1,31
ID_1e62854727310e1a8ac6d5c413b6279a0fed413286f056c42b00c8b923ccee1bb8098933cfacbb85358b1ad88590ced1c0215e22e7d6f0c1ec5a6e01bd173408,2022-06,1,10,5,1,33
ID_1f2846c02c7278832705fa45887479c7175aa56b242903c5382b315c134c3e55cafd961a01c4074fc9549511c11348f8e163cdaada76d748976ff6c45dd3250e,2022-08,0,8,3,1,21
ID_2169914a5ff11117de2c9a1dbfb6321ab825d3f44abcfff4492be77f249cb72417b76d4643bece8f7c8bdd532eae8f62f21967f11bb42f0c545a20e01e8bf357,2022-09,0,1,10,1,21
ID_271db6cceecbcadd5c3e43fcbf92b53b1495f4dcd848361ac4c1e90d0185d7d3314d685d89c47c1c9646e3d9f547deeef591fe4c46b649638169982bdbd540ef,2022-07,0,6,8,1,30
ID_287f88ab4e7a382bf1034d7c925874d8df7fa01008c29eb9fab8e88e60cef2be35a041e224d033deadabf34914157b1dd8f2dcc5bbf8a82897c2d4545d001f8b,2022-08,1,12,5,1,26
ID_2d426346c563f9332a965f5a70dc2ba75ca49d59fbe7017012187dd250f37ac465f19fde9c4a2aefa67d3daa5e7fe0d0cd551b2a2df8bf4c18f06e92c0b4c7f0,2022-05,1,18,14,1,32
ID_334cfe3b6114682aabbdb3b27d28a3ecf13dd9056547633ea1a87c989e07ba8933f404d9960f4261ac36713061590b25244eb33b7f514e087abdac30fa13ca96,2022-08,0,15,3,1,32
ID_3ad7fa7127b0e6147a3c6eb61c3e1fdc6704153c3bbde938f0437387d5c1645da0f3be6ebb1ce22f16ee2f7d48ec65dcf691d8871e23ae12f82924dabab54ebd,2022-08,0,10,11,1,54
ID_423e1b88392c9655fc4afc8381be162e473d680acbe3c9fb81da14455010f2ad4f7ab2527f0c4e165f3e198e0cecc97aae51869a1e92648b8b90f96bb03dff25,2022-08,0,12,6,1,24
ID_4c8b827d127ca02465a020af0b78e3810956a31483e4a2743b7ef7767e3bce1d7ab366a193d933d8e1c5ade818f69bf825f341554e5260946dcfe7525d3b46c3,2022-07,1,8,7,1,34
ID_54f7396acf2ecb07b062eb786e198b416eba69ae8a0473c82a8ab4a4118b8eb5d9d31500bb7a9a4b2af1295d028f94b541a659dc332360933e8b1cf43f71bd32,2022-08,1,15,9,1,27
ID_55b90f1187a7f011d2b5d4179716385284dc206c2c8e9a07f238ca444276e8fc0ddceb766fb0e0ba1b072d6d24205a8a8e6170640f333d8596833276f67b43be,2022-09,1,5,11,1,57
ID_55de77119d2e4ca3209bc426b03c348617a8e0d7d1ee9634b1e0df9a769fb527ce1ff27e9afa64d0118cb5d0ea4517796db77ef4e2865ee34646bccce8b76224,2022-08,0,7,9,1,22
ID_57b59943e251876eb6b6e5b33c891232289d7a8d4c25e1312c34713b5dfa1e7e316bf95279fe875e68e55d8b11d6838a5101f4ac6f4800f860e23eb3b8888b2d,2022-09,1,16,13,1,52
ID_65fbc0780a25f7cf10ceeb014018ada8037d89267968296a4d5ad7bd3b7896f2a5cb2e3395b034be461c5a23257a7d4dd62f4bbf79d71547d97278801ff6885f,2022-09,1,5,6,1,50
ID_6a8bf90a6214c51f0bba2577a4447b9b49ff03efb10ca91b4adfa31db05f076ff5af941e98cc58d4941e28f87bea5bf62f04d618afc542614f6e9eef5336731b,2022-07,0,13,15,1,34
ID_6e3fd35cc82122b195a1ac2ecfefce45b20e8952f9c88760e4dfad1dcc5fb583eebe3da628536e23f4d4f9e81dfad76f0f06584f31d8bb2ad2d9b6d3981e2d0d,2022-08,0,13,12,1,41
ID_72a90904ca8653a4d791f4ff00a06441c9c14435e64fd5fec5fa8b0070f61742f88eb8f5373b6b03055faf4115fda6a91fdc4b8604c70f48cbe6ff75a420d023,2022-09,1,14,9,1,21
ID_796ddd4b8668a82287875723074b5af347d5205b611fb53336e191843aada106d608642f19939707bef666c95d8e985df7b21382cd72782f50a7109ae48e584c,2022-08,1,17,8,1,22
ID_7adbe175fa9c3b5a4a45fafe302f9cbaa2196fb6df691117448fa94bdf7875fc43fde2b724e1fa3d0fb4b0c73169041dedd44f10466003fbf086f06d7fbfe9cf,2022-09,0,7,5,1,26
ID_8855336fc139079cca1c4b32301a26b5a23ee2c1702c7278ebb19e49b6b61470af9db5ffa9168dd50e82677ec565d5d7f23932e755b923e84b54bc21d54d2c5a,2022-07,1,9,11,1,45
ID_90c9754c0e27f6d066a33d9eb6f1bd64763b134375ecff1e8645c278bedbba1bbcaabed565d359e846e46607cc5cbb8a66e975b03934af265787163cb4484bf2,2022-09,1,14,11,1,33
ID_92b40b802a05b4b00ced9611a5292b2df93f6730b89d92c9563719e1bda80413bd3f570c16615db99dadddc388140b77e1c2c1107ff1550e51b29a22fa61caec,2022-08,0,7,9,1,30
ID_943210efcdb2e250cfcc35f4c0d898fc927bc2cced2e327e151695fd3a723aa074788330e7be7180ee2b4b402558c91b6149ca53539290aae056fff043f7f15d,2022-07,0,15,10,1,21
ID_98a7b49f8816173ace6da53a88b211a5f7e53261cdca2594f4e97f936f88886dae42db496e90bcd9968123555ce10b70c4c855e2e98763e37aba4f2da22fc738,2022-07,0,7,7,1,29
ID_993d9a074ce0cf6b50d1d4c4b5aecc7c27567aedd797a693a54180f367bee2f697fcb91595438baaef47ee06ced7163b171fabf5ee01deaf5535a484cd92eb15,2022-08,0,6,12,1,29
ID_a639703faa0a8178c342f3b9042643d8023ebb7a25c9d20175179f04161919f7d529f0e6c155a92d4262a3474a4103e248e40827d40fc30a5ede2bed49f864ad,2022-08,0,15,11,1,45
ID_a7efbc83280c8fd1aa303343562afaa1b7839a11b4484efad34c1a1fc32faf3d9eeaf506c3fad52ccf3b47cd4a505a0046bed60fa4c910563fd5f2fe31701515,2022-06,0,15,11,1,25
ID_b14eee8536c7d469e0839d8bcc539b8453d19af625c9a959490029bc91fe9481b6be49f652ff9672065797cdac8ea4926cde05b0800e0d0c8505e9c7c9540892,2022-09,1,17,14,1,42
ID_b4bf0be6df8eccb40fe22b4c57017c925e4102e4e9a8fdfb55386974b7d6a45cadb18361617e9a6855a59bbd6c19ce522e578790df1657e09a4af9fa07678b6b,2022-09,1,15,12,1,32
ID_c166ff3c3bd72337d1a5310879381d224bb71b0acabb56ce8339c664b0041a2a0ad2fb60f24428fab738548b81fe77323bbbe8bfc02c41a3659ac11f332e25b3,2022-09,1,13,8,1,46
ID_cb48c3683f6b860e5b19342c21182187bf06543a8dd49c89c478223ddfd3af8e3191d8ecddcf10f22f46328b14f23971b4715a457f0881d56204b2912f00e39c,2022-08,1,16,8,1,45
ID_dac44a8e867cfc463ba1b17bb301c2778ffefe791b8be2e5a70816fbb411558b0e938c7fb20db4f6b05ec4124f9c3b0bceb56a000967f97cce8b0c4293df0e3b,2022-04,1,6,6,1,53
ID_db1e4f845af00202c2a09652d88b8185e77dc9da4d030fda390df4c10243fb33a73222714bb99bd471468439a984f364fb3d81bae398f75c3dcea4081958b4e2,2022-06,0,14,9,1,48
ID_dd40fba074ef8218c1587cd00a74f1181d66b95883ef8e3cd0ac0325fff62ca55a2ffbd61266b9725d825a08c085863a8231593260b711bba106e8f7a0a18c79,2022-03,1,12,8,1,42
ID_de4aa13b2f41a6918d7ab37f8e61e99dbc32f78983b5b67c432200fb473b3b33afdc77bb79ed93d96a9a538b9e62e6c920b3b3f75fd984eac5ae4135de7a93d1,2022-08,0,11,6,1,22
ID_de8a143e34915bf2d1633b57c0b5dc781ac10369b7dd5aea927266db1583903de00a3e92049e92ba11ccb524cece258e08d1b3644a70aede7ce6869ad6f54aa0,2022-09,0,8,6,1,48
ID_e3263846b1452f2ebec26195a4ea87b5dd28adb939dcdd851175a44bdaec525ab99c077161a00ad9fa96504b6200469878538814486c37a0f27fd150adf0f6a3,2022-08,0,10,9,7,45
ID_e5fb1f67e34d073d2ae559b0e4abd2c83d96db41a372049e00762cf49d88e17ecf8193ed79fee00f3baa458c1a8cda1d0cb9e6dccd96377843cf9c26c78b6d72,2022-09,1,7,6,1,31
ID_e897895a68b8194e8929095dcabeb7687eb28e03788bff0c58487efcd5ff330dd396c1c2b5a2be716b3a612a03d852aeb086548ec52886ffe1d73d5bd017779c,2022-07,0,14,8,1,51
ID_eb5eb210c7b23e086319711821a1b75cab15356b4dbd3bd746bd4d6dac76c95a694eef761fc20523a5d50b2681b9451ab9e11156b95e66b8bf6b2babc5786485,2022-07,0,6,12,1,30
ID_f53391ac0f3fde4829c6ccd0c6d8d02a3c56ca5656b8a2a6b0ea3d0eec536bc0f62a3d100b0ebe5ed7f33987043c7d1a5ddf99f8346d29743c687805f3ffe406,2022-09,0,13,10,1,48
ID_f54503040673b0bdcf5f6d95debb4f7ca92d2cf2040342a9fcd792d21105f7e5d271bb48f82b0894716fc1c4995a8061bf58f8bfb5c85041613e2a0ba95c24c5,2022-08,0,12,13,1,33
ID_f608d02678a786a859963066ed30f42af45bb27b0b4cd7300aec4b9be0e2ab120ab0dfcfaaacb94e6d516586c9d712c0a165314ff6e81dfcedbb7c56175ddb20,2022-08,1,14,21,1,30
ID_fce575c07bae4df8033fe1be62eefaa966cc78beebf94ad4b578d9952c306ee21214b037c042454fd2ead5cee3e6856ed238646bb744ad5ff3176f4ac506a97d,2022-06,0,11,14,1,27
ID_0a44c8d811bac9e7e95e20973fdd674dd42f60c56bdc0ea7bd73b1a9ccadbdc25da5a9611988ec13c1c9c86562451a8a3765268e33b6c5c6a6133af10c9fa102,2022-08,0,6,12,1,21
ID_125095b573c91f3b0d5cf0cb5fee661d18632e1a843cc8a4fd6508d07247ae0ef3e8bf59aa05ed1072e75f04866a158f9c74baf816fe0946ddcb3f97ebc15187,2022-07,0,15,5,1,45
ID_1e3614eb77ff27b780aaebc2499310d0910fbc66f882dcb2d615b177e83a21561645ccc907379ac9be5623cfd692fc94fa7089491eb8ef9c0145a9ca8569138b,2022-09,0,12,20,1,54
ID_2134225eaeb6bda83ae8dfddb76ba07eb148d8f289cae2845286a69004cb2596e058b6a0ed262a0569ed87becdf425b638be1980f1d2fc4bdc047c9a604bffe5,2022-09,1,14,11,1,40
ID_258715211c1c4fc5a01a6fedadbed96348d37b831be4504b12343e57f4f2d91c83a0c711a07aff95bf11da954ada2fa6711f5a7589a57b5c03e0cbaac6ca89b5,2022-01,0,9,7,1,54
ID_280ce1f25d2a0a141df18972d3c5719f8ea05cad0fff83520d35c625929f1f875eec7001e19370fc4911a86e7a5f367dd6d39edc77ca59dd82ebd8b2514fbb0d,2022-09,0,5,15,1,34
ID_36e23b1c93dce35aeb804c7e48223e497fd54fbf9d489815506b01f891ab2898cee370e4aee0888032343e816bf46eefb38cdffcf1f588f1c816e0908bccb9e5,2022-05,1,14,10,1,23
ID_451b20f9c36c301fd2a3733483ab756ca428c47163a732f58eec35d83ffcfb6b07968f42d5fd5a1816aab6899212f52b6c9c69b4df7581aab5ae41dbccc7fdf9,2022-08,1,6,8,1,31
ID_48589aab997c5ff2c338c75017c50fae3db0885cceadc9cc2d67e15410a2975b494404890d6bb7ea2cb4b5ca4409439db37f72d359e3dc53fd0493caf83e05f3,2022-07,1,11,9,1,37
ID_4cd51f02cd607d5675e13f2ad3d957e09ba1d429a282c96d53b7300dd9ffe88f5c8ed707cab0aaeb5669446ecc986d32bb0117d0ad4a8844c2c5d52fca5b3a2f,2022-09,0,15,9,1,45
ID_543f4887d35ca554217f96b96b51c88da8ceaabe2485ddb43203df93332d0634ca7a56beec796a16e735b979d86c0dc8291f06845f3705df7f0476513800199f,2022-04,1,12,7,7,59
